mmsi,imo,name,callsign,type,type_specific,country_iso,length,breadth,draught_max,gross_tonnage,deadweight,teu,year_built,speed_max
563034980,,NO 35 KAIHO GO,,Dredger,Dredger,SG,80.0,20.0,,,,,,0.0
563035180,9792797,STL PT 1,9V3695,Tug,Pusher Tug,SG,23.5,7.32,,147.0,88.0,,2015,9.0
563035210,9782429,STL H16,9V3545,Tanker,Motor Hopper,SG,68.4,13.8,,1552.0,2383.0,,2016,7.0
563035260,,SG PANCH,NA,Passenger,Passenger,SG,13.0,3.0,,,,,,
563035280,,DAHLIA,V3WD4,Cargo,Cargo,SG,32.0,12.0,,,,,,39.0
563035310,,GALAXY 5,9V3447,Pleasure Craft,Pleasure Craft,SG,17.0,5.0,,,,,,11.0
563035330,9795270,SINARAN EMBUN,9V3807,Tug,Tug,SG,27.0,12.0,4.7,217.0,150.0,,2016,8.0
563035410,9782443,STL H18,9V3550,Dredger,Motor Hopper,SG,68.4,40.0,,1552.0,2389.0,,2015,102.0
563035640,,AXCEL SPLENDOUR,SP1369C,Tug,Tug,SG,510.0,50.0,,,,,,16.0
563035690,,OPL 55,9V3582,Cargo,Cargo,SG,27.0,6.0,,,,,,14.0
563035740,9794616,STL PT 2,9V3698,Tug,Pusher Tug,SG,26.0,8.0,2.3,197.0,167.0,,2015,9.0
563035750,,SIRSTAM,NA,Dredger,Dredger,SG,64.0,18.0,,,,,,4.0
563035910,,QSA 138,9V6701,Tug,Tug,SG,,,,,,,,8.0
563035940,,UNIDIVE 7,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563036280,,SIRRAFF,NA,Dredger,Dredger,SG,54.0,24.0,,,,,,5.0
563036340,9802889,SINARAN SEHATI,9V3915,Tug,Tug,SG,27.0,8.2,,217.0,150.0,,2016,8.0
563036490,,SWIFT EAGLE,,Passenger,Passenger,SG,25.0,6.0,,,,,,15.0
563036620,,PILOT GP01,9V3652,Passenger,Passenger,SG,15.0,5.0,,,,,,23.0
563036640,,PILOT GP03,9V3654,,Unspecified,SG,,,,,,,,25.0
563036680,9782431,STL H17,9V3549,Cargo,Motor Hopper,SG,68.4,13.8,,1552.0,2390.0,,2016,7.0
563037140,,SG INTEGRITY,9V3941,Passenger,Passenger,SG,50.0,37.0,,,,,,11.0
563037270,,EAGLEWINGS 1,SZH1582,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563037330,,ACHATES,,Pleasure Craft,Pleasure Craft,SG,13.0,4.0,,,,,,11.0
563037440,9808730,QSA PT 3,9V5133,Other,Tug,SG,23.5,7.32,,147.0,87.0,,2016,11.0
563037460,9806160,E.T.OCEAN 13,9V3431,Tug,Pusher Tug,SG,28.3,7.32,,174.0,,,2015,8.0
563037540,,ROSE,9V5182,Tanker,Tanker,SG,22.0,5.0,,,,,,6.0
563037570,,NAUTICAL ISLAND,9V3790,Tug,Tug,SG,,,,,,,,13.0
563037800,9824875,LT BERYL,9V5432,Tanker,Asphalt or Bitumen Tanker,SG,99.9,16.4,4.8,4175.0,4434.0,,2018,15.0
563037860,,OPL 22,9V5006,Special Craft,Special Craft,SG,24.0,5.0,,,,,,14.0
563037870,,OPL EXPRESS 1,9V5007,Cargo,Cargo,SG,16.0,6.0,,,,,,48.0
563037890,9813280,YEW CHOON 9,9V5248,Tug,Tug,SG,23.98,7.32,,154.0,108.0,,2016,7.0
563037950,,VERONICA II,,Pleasure Craft,Pleasure Craft,SG,20.0,5.0,,,,,,20.0
563038000,9515424,FLAGSHIP,9VME2,Tanker,Oil Products Tanker,SG,99.94,18.0,6.0,4116.0,7328.0,,2009,102.0
563038040,,CHARLOTTE III,,Pleasure Craft,Pleasure Craft,SG,12.0,4.0,,,,,,
563038120,,WHALE 5,9V5261,Tug,Tug,SG,27.0,8.0,,,,,,5.0
563038220,,SC 6688I,,Cargo,Cargo,SG,30.0,10.0,,,,,,18.0
563038260,9763590,STL H11,9V3171,Cargo,Motor Hopper,SG,68.4,13.0,,1552.0,2307.0,,2017,9.0
563038340,,SUN 98,EQFP,Tug,Tug,SG,,,,,,,,19.0
563038480,9817327,SEA CRYSTAL,9V5337,Tanker,Multi Purpose Offshore Vessel,SG,,,,,,,,10.0
563038490,,SEA QUEST SB7888B,9V5338,Tanker,Tanker,SG,34.0,13.0,,,,,,11.0
563038530,,RS HONOUR,SC4812J,Passenger,Passenger,SG,20.0,72.0,,,,,,
563038700,9813412,MARINE SELENA,9V5347,Tanker,Bunkering Tanker,SG,88.9,17.3,6.5,3892.0,6533.0,,2017,12.0
563038730,,YACHT55,SC4814C,Pleasure Craft,Pleasure Craft,SG,14.0,6.0,,,,,,20.0
563038750,,AQUAVIT 6,X,Sailing Vessel,Sailing Vessel,SG,18.0,4.0,,,,,,8.0
563038800,9813424,MARINE TINA,9V5352,Tanker,Bunkering Tanker,SG,88.9,17.3,7.7,3892.0,6538.0,,2018,12.0
563038980,,CAST NANYANG,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563039120,,KM FOXTROT,SC9229D,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563039250,,LLS18,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563039300,9816024,NEW HORIZON,9V5465,Wing In Grnd,Asphalt or Bitumen Tanker,SG,105.11,16.0,5.1,3983.0,3736.0,,2017,16.0
563039370,,HENG HENG 5,SZH1597,Pleasure Craft,Pleasure Craft,SG,11.0,4.0,,,,,,19.0
563039930,,PENGUIN SEBAROK,9V3967,Passenger,Passenger,SG,14.0,5.0,,,,,,18.0
563040013,,KENKI 15,,Pleasure Craft,Pleasure Craft,SG,26.0,7.0,,,,,,24.0
563040014,,KENKI 18,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,22.0
563040024,,SANDPIPER 6,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563040038,,KENKI 20,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563040039,,KENKI 21,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,23.0
563040052,,LITA POWER 6,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040055,,SP1084H,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563040063,,KENKI 25,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,21.0
563040064,,KENKI 26,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,57.0
563040065,,KENKI 27,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,24.0
563040068,,RS SYNERGY,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,13.0
563040070,,KENK,,Pleasure Craft,Pleasure Craft,SG,10.0,3.0,,,,,,20.0
563040072,,LITA KETAM,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563040084,,I RAY,,Pleasure Craft,Pleasure Craft,SG,64.0,12.0,,,,,,12.0
563040088,,YORK 72,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,12.0
563040100,,HARBOUR 9,9V5711,Tug,Tug,SG,16.0,7.0,,,,,,5.0
563040110,,YORK ACE,SP0708A,Passenger,Passenger,SG,,,,,,,,11.0
563040116,,SR2851 G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563040131,,SC 4893 G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040181,,NSC 28,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,23.0
563040223,,COASTLINK 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040224,,KM BRAVO,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563040267,,KM 33,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040300,,HARBOUR 11,9V5715,Tug,Tug,SG,16.0,8.0,,,,,,4.0
563040311,,WENG ONN EXPRESS 2,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563040314,,E M 28,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,8.0
563040315,,AQUARIUS EXPRESS,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563040320,,PENTA 7,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563040331,,CKL VIII,SC4238F,Pleasure Craft,Pleasure Craft,SG,15.0,5.0,,,,,,
563040344,,CAST JURONG,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563040345,,KHH II,,Port Tender,Port Tender,SG,10.0,10.0,,,,,,19.0
563040382,,SC1494C,SC1494C,Cargo,Cargo,SG,,,,,,,,9.0
563040387,,KANLIAN 17,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563040390,,INDEPENDENCE,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040411,,KANLIAN 18,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,21.0
563040413,,KANLIAN 7,SP1389H,Passenger,Passenger,SG,,,,,,,,19.0
563040431,,SC4363C,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040457,,ST 0344 I,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,8.0
563040462,,ST0569G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563040465,,ST1041J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,0.0
563040469,,KARAMCHAND,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563040470,,KERIMA 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,8.0
563040476,,GEMINI 9,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040481,,SG CHATUR,NA,Pleasure Craft,Pleasure Craft,SG,,,,,,,,22.0
563040511,,COASTLINK 3,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040515,,SC 4552 J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563040523,,SC 3903 B,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040524,,SC3639D,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563040525,,SC3868J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,13.0
563040537,,KANLIAN 13,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,18.0
563040541,,LIBERTY,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563040542,,FREEDOM,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,16.0
563040543,,KANLIAN 37,,Pleasure Craft,Pleasure Craft,SG,13.0,4.0,,,,,,20.0
563040544,,KANLIAN 11,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563040546,,SG SAPTA,SC4460E,Passenger,Passenger,SG,14.0,6.0,,,,,,19.0
563040547,,YORK 118,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040550,,YORK 51,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,7.0
563040551,,YORK 83,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040560,,TEKONG 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,19.0
563040563,,SC 4387 J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,16.0
563040564,,YORK 90,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,23.0
563040565,,YORK 35,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,8.0
563040566,,SC 3943 A,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,19.0
563040567,,YORK 93,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,21.0
563040570,,YORK 88,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563040577,,TEKONG 4,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040578,,YORK 91,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040579,,YORK 202,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,19.0
563040581,,YORK 32,JK1E,Cargo,Cargo,SG,,,,,,,,13.0
563040584,,SR 3657 I,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563040611,,SR3306E,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040612,,SR2934C,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,8.0
563040616,,COASTLINK 7,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040630,,SC4523G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040638,,SC3545B,,Cargo,Cargo,SG,,,,,,,,6.0
563040688,,SC 0286 D,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,9.0
563040689,,SC2856A,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040690,,SC2980J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040711,,GWYN 92,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040712,,SZH1312F,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040713,,POPEYE,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,8.0
563040716,,DHI EXPLORER2,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,96.0
563040717,,DHI EXPLORER IV,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,13.0
563040718,,DHI EXPLORER7,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563040719,,CAST LEADER,9V4VZ,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,13.0
563040772,,CASTVIRGO,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,24.0
563040773,,CASTEXPLORER,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,19.0
563040778,,CAST SELETAR,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,18.0
563040783,,CAST SEMAKAU,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,18.0
563040785,,CASTSUPPORTER,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,21.0
563040789,,CAST UNIVERSAL,7DLX,Pleasure Craft,Pleasure Craft,SG,,,,,,,,19.0
563040821,,OCEANIC 7,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563040829,,HLBS9,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,12.0
563040830,,HLBS 7,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563040834,,HLBS1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,18.0
563040837,,ST 0651 J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040864,,SC 1865 E,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563040913,,AKM 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,13.0
563040914,,AKM 2,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563040924,,UNIGO 3,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040925,,UNIGO 5,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563040928,,UNIGO 8,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040929,,UNIGO 9,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040930,,UNIGO 11,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563040931,,UNIGO 12,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563040967,,DHI EXPLORER 3,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563040970,,RS VISION,SR3785J,Passenger,Passenger,SG,,,,,,,,11.0
563040982,,ST0283C,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041019,,HW 18,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041021,,HW 9,,Tug,Tug,SG,10.0,10.0,,,,,,10.0
563041046,,PRESTIGE 1,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,18.0
563041047,,STELLAR 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563041068,,SC 4878 C,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,19.0
563041069,,SC 3942C,,Passenger,Passenger,SG,,,,,,,,
563041113,,COURAGE,,Pleasure Craft,Pleasure Craft,SG,4.0,2.0,,,,,,6.0
563041147,,ST 599I,,Tug,Tug,SG,13.0,4.0,,,,,,
563041156,,ENV 1,9V5617,Tug,Tug,SG,30.0,10.0,,,,,,11.0
563041161,,SC 0542 A,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563041163,,SC 3904 J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563041165,,SC 1967 H,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,10.0
563041170,,ENV 2,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563041171,,ENV 3,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041213,,ST457G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041217,,SP1246H,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563041220,,SC3922I,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563041222,,SC 4885 F,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563041223,,SC 3944 Z,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,17.0
563041224,,SC8228J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563041226,,SC3779J,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,16.0
563041228,,SC 4177 J,,Pleasure Craft,Pleasure Craft,SG,60.0,10.0,,,,,,18.0
563041231,,SR2403A,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,12.0
563041269,,CRYSTAL SEA,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,26.0
563041360,,UWCON,,Special Craft,Special Craft,SG,19.0,5.0,,,,,,9.0
563041411,,JOLLY RENZO,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,23.0
563041412,,JOLLY RIDER,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,12.0
563041416,,LEMBING,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,6.0
563041417,,PIONEER 12,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041419,,JOLLY RINO,SC3893A,Cargo,Cargo,SG,19.0,5.0,,,,,,28.0
563041421,,JOLLY ROBIN,SC4679I,Cargo,Cargo,SG,22.0,5.0,,,,,,12.0
563041459,,YJP SURVEYORS 5,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,12.0
563041486,,SHARED ESCAPE,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563041512,,LOH 28,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563041556,,POLITE VIII,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041631,,KM 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563041639,,KM 38,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563041656,,SC 2920 G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,11.0
563041663,,ANTARA KOH AB 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,5.0
563041688,,ST 0816E,ABCDEFG,Tug,Tug,SG,29.0,17.0,,,,,,
563041840,,ZALIFA,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563041900,9809071,CASSIOPEIA,9V2683,Tanker,Oil or Chemical Tanker,SG,139.98,21.0,6.1,8611.0,11998.0,,2018,13.0
563042080,,ST0689H,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563042660,,SZ18432Z,1224,,Unspecified,SG,,,,,,,,
563042900,9550125,STRAITS INTEGRITY,9V8368,Tanker,Oil Products Tanker,SG,103.3,16.8,6.4,4066.0,6020.0,,2011,10.0
563043080,,DIVE MARINE 8,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,12.0
563043260,,UNIDIVE 8,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,
563043710,,SR3591B,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,13.0
563043810,,YEST,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563043890,,SARDINIA,,Pleasure Craft,Pleasure Craft,SG,10.0,4.0,,,,,,10.0
563044170,,EARL 3,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,15.0
563044390,,SC6336G,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563044510,,ENG HUP SECURITY,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,14.0
563044560,,EH SUCCESS,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,13.0
563044880,,ST0248D,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563044890,,ST0593Z,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563044920,,HUPLEE,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563044930,,TS 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563044940,,SC3908C,,Passenger,Passenger,SG,10.0,4.0,,,,,,14.0
563045280,,SC4640C,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563045350,,PURNAMA II,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,5.0
563045890,,SZ20099I,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,20.0
563046230,,TIAN SAN CARRIER 6,,Pleasure Craft,Pleasure Craft,SG,10.0,10.0,,,,,,
563046260,,PROSPER TUG 2,,Tug,Tug,SG,20.0,4.0,,,,,,6.0
563046470,,PROSPER TUG 5,T3XY,Tug,Tug,SG,15.0,6.0,,,,,,6.0
563046670,,MILLENIUM,9V5513,Passenger,Passenger,SG,22.0,6.0,,,,,,20.0
563047070,,SEA FALCON,SC4814C,Pleasure Craft,Pleasure Craft,SG,,,,,,,,24.0
563047080,,SEA OSPREY,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,23.0
563047500,9797993,TORM HERMIA,9V5569,Tanker,Crude Oil Tanker,SG,249.98,44.03,9.0,64459.0,114939.0,,2018,14.0
563047630,,SP 1095 C,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,10.0
563047900,9834662,WEITEK 18,9V5589,Tanker,Oil Products Tanker,SG,67.32,13.8,4.5,1492.0,1987.0,,2018,10.0
563048100,9863376,HOETEK 19,9V5590,Tanker,Oil Products Tanker,SG,67.32,13.8,3.8,1492.0,1977.0,,2018,51.0
563048300,,HT BEARSS,9V5226,Tug,Tug,SG,16.0,6.0,,,,,,9.0
563049800,9257840,WAVEMASTER 3,9V6134,High Speed Craft,High Speed Craft,SG,37.5,7.0,,253.0,400.0,,2001,0.0
563051760,,STANLEY,,Pleasure Craft,Pleasure Craft,SG,10.0,6.0,,,,,,8.0
563051850,,LEADING MARINE,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,8.0
563051990,,BLUEWHALE 1,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,13.0
563052700,9484572,MAERSK CAP JERVIS,9V6246,Cargo - Hazard D (Recognizable),Container Ship,SG,264.32,32.29,12.6,47877.0,59266.0,4616.0,2010,102.0
563053900,9551674,MAUD,9V8893,Cargo,Bulk Carrier,SG,189.99,32.3,11.4,32987.0,56969.0,,2012,16.0
563054900,9301093,HAI FENG,9V8255,Cargo,Container Ship,SG,154.85,21.5,6.5,8971.0,10746.0,917.0,2006,17.0
563055000,9778662,ENG HUP VIGIL,9V3428,Tug,Pusher Tug,SG,30.0,8.6,,284.0,245.0,,2015,11.0
563055500,9832157,KST LIBERTY,9V5214,Tug,Towing Vessel,SG,32.0,13.0,,497.0,275.0,,2018,14.0
563055600,9832169,MAJU LOYALTY,9V5215,Tug,Tug,SG,32.0,13.0,,,275.0,,2018,13.0
563056100,9825037,PEARL MELODY,9V5434,Tanker,Bunkering Tanker,SG,115.0,19.24,7.2,5972.0,7996.0,,2018,102.0
563056400,9825049,EMMA COSULICH,9V5469,Tanker,Bunkering Tanker,SG,115.01,19.24,,5972.0,7997.0,,2018,13.0
563057500,9852200,ASIANFAST 1,9V8583,High Speed Craft,High Speed Craft,SG,41.6,7.2,,281.0,36.0,,2018,0.0
563057800,9834882,COMMITMENT,9V5640,Tanker,Bunkering Tanker,SG,46.0,12.0,3.0,707.0,861.0,,2018,10.0
563059200,9784324,MAERSK HERRERA,9V7989,Cargo - Hazard A (Major),Container Ship,SG,,,14.4,153773.0,178257.0,15226.0,2018,23.0
563059500,9825063,MARINE PARADE,9V5751,Tanker - Hazard C (Minor),Bunkering Tanker,SG,114.99,19.24,7.3,5972.0,7999.0,,2018,102.0
563059600,9774575,MTM NEWPORT,9V5429,Tanker,Oil or Chemical Tanker,SG,179.53,27.4,11.5,21238.0,35976.0,,2018,17.0
563059800,7829273,TAKLIFT 7,9V5835,Other,Floating Sheerleg,SG,72.0,30.0,2.5,3343.0,,,1977,6.0
563060100,9830484,PSA HULK,9V5834,Other,Tug,SG,32.0,13.0,,496.0,277.0,,2018,102.0
563060200,9830472,PSA THOR,9V5832,Other,Tug,SG,33.0,13.0,,496.0,277.0,,2018,36.0
563060900,9434694,BTS SUMMER,9V5894,Tanker,Oil or Chemical Tanker,SG,127.9,20.43,6.1,8550.0,13240.0,,2008,14.0
563062300,9697416,CEZANNE,9V5998,Cargo,Container Ship,SG,299.92,48.2,11.7,95128.0,116851.0,9971.0,2015,23.0
563062310,,SUNLIGHT ARTEMIS,9V5355,Cargo,Cargo,SG,33.0,24.0,,,,,,14.0
563062520,,HELIOS S3,9V5342,Cargo,Cargo,SG,19.0,5.0,,,,,,12.0
563062580,,COASTLINK 9,,Pleasure Craft,Pleasure Craft,SG,,,,,,,,9.0
563062780,9817341,STRAITS ETERNITY,9V5210,Other,Bunkering Tanker,SG,44.8,10.2,3.3,495.0,800.0,,2017,10.0
563062800,9783904,PUSAKA BORNEO,9V5678,Tanker,Crude Oil Tanker,SG,243.79,42.0,,61183.0,108459.0,,2018,17.0
563062880,,SC4403F,,Pleasure Craft,Pleasure Craft,SG,63.0,12.0,,,,,,17.0
563062910,,NAUTICAL PACIFIC,9V6336,Pleasure Craft,Pleasure Craft,SG,22.0,6.0,,,,,,13.0
563062970,,I ANGEL,,Pleasure Craft,Pleasure Craft,SG,73.0,16.0,,,,,,11.0
563063070,,CLEANSEAS FERRY I,SP1284J,Pleasure Craft,Pleasure Craft,SG,11.0,4.0,,,,,,
563063130,,MASTER BOY,9V5438,Cargo,Cargo,SG,22.0,6.0,,,,,,12.0
563063210,,SG PEACE,9V5549,Tug,Tug,SG,23.0,7.0,,,,,,8.0
563063270,,CHANG JING LU,SZ19071,Sailing Vessel,Sailing Vessel,SG,,,,,,,,
563063320,,RS VICTORY,SC4927E,Passenger,Passenger,SG,11.0,2.0,,,,,,15.0
563063380,,PADO,SZ18525,Pleasure Craft,Pleasure Craft,SG,12.0,3.0,,,,,,
563063730,,YACHT66,SC4839B,Pleasure Craft,Pleasure Craft,SG,14.0,5.0,,,,,,19.0
563063740,,MARINA EMERALD,9V5584,Tug,Tug,SG,32.0,8.0,,,,,,9.0
563063770,,HLBS12,SC4788D,Pleasure Craft,Pleasure Craft,SG,13.0,5.0,,,,,,16.0
563063980,,SKIP JACK,,Pleasure Craft,Pleasure Craft,SG,13.0,5.0,,,,,,17.0
563064110,,OPL 33,9V5455,Cargo,Cargo,SG,24.0,6.0,,,,,,15.0
563064150,,HYDROPRO 1,SR3772I,Dive Vessel,Dive Vessel,SG,25.0,6.0,,,,,,16.0
563064220,,RS CONQUEST,NA,Passenger,Passenger,SG,14.0,4.0,,,,,,19.0
563064380,,AXCEL SUPREME,,Passenger,Passenger,SG,15.0,5.0,,,,,,26.0
563065130,,TT ONEBERRY,,Pleasure Craft,Pleasure Craft,SG,8.0,2.0,,,,,,29.0
563065150,,SEA FALCON7,SC4847C,Pleasure Craft,Pleasure Craft,SG,15.0,6.0,,,,,,22.0
563065160,,SSE MERLYN,,Dive Vessel,Dive Vessel,SG,20.0,6.0,,,,,,11.0
