timestamp_utc,mmsi,ship_name,message_type,imo_number,call_sign,vessel_name,ship_type_code,dim_a,dim_b,dim_c,dim_d,length_m,beam_m,draught_m,destination,eta_month,eta_day,eta_hour,eta_minute
2026-04-07 08:10:05.970914212 +0000 UTC,245732000,ROLLDOCK STAR,ShipStaticData,9656498,PBIK,ROLLDOCK STAR,79,16,135,13,13,151,26,5.1,SGSIN AEW,4,7,9,0
2026-04-07 08:10:08.056775631 +0000 UTC,563029960,GP59,ShipStaticData,0,9V2980,GP59,0,12,0,3,4,,7,0,,0,0,24,60
2026-04-07 08:10:09.110284467 +0000 UTC,533132115,ORKIM FORTITUDE,ShipStaticData,9568043,9M2503,ORKIM FORTITUDE,80,147,33,12,20,180,32,9.8,PEBGC SINGAPORE,4,7,3,0
2026-04-07 08:12:28.49497457 +0000 UTC,232026709,VS REMLIN,ShipStaticData,9252307,MGYO8,VS REMLIN,81,135,36,13,14,171,27,8,SG PEBGC,4,2,9,0
2026-04-07 08:12:28.54832872 +0000 UTC,477100700,SC SCORPIO,ShipStaticData,9801079,VRQX7,SC SCORPIO,82,150,33,11,21,183,32,11.5,SINGAPORE===PGBG,4,6,23,30
2026-04-07 08:12:31.455584248 +0000 UTC,413241940,HENG HUI 19,ShipStaticData,9896804,BOLD4,HENG HUI 19,82,95,18,1,16,113,17,6.7,S G P/ PEBGC,4,3,9,0
2026-04-07 08:12:31.78921107 +0000 UTC,566824000,FRONTEK,ShipStaticData,9537214,9V9856,FRONTEK,80,52,11,1,12,63,13,4.5,ARP,12,2,7,5
2026-04-07 08:12:33.305360589 +0000 UTC,563004120,,StaticDataReport,,9V7947,,52,10,20,5,5,30,10,,,,,,
2026-04-07 08:12:35.110752823 +0000 UTC,477898700,OOCL YOKOHAMA,ShipStaticData,9329538,VRDB3,OOCL YOKOHAMA,71,198,62,7,25,260,32,12,SG SIN PEBGA,4,7,1,0
2026-04-07 08:12:35.749781418 +0000 UTC,636017971,HALLEY,ShipStaticData,9275062,A8EG9,HALLEY,74,15,194,15,15,209,30,9.1,SURABAYA,4,7,2,30
2026-04-07 08:12:36.844840492 +0000 UTC,538011698,DHT REDWOOD,ShipStaticData,9528940,V7A3317,DHT REDWOOD,80,276,57,26,34,333,60,11,SG SIN,4,6,5,0
2026-04-07 08:12:38.129358991 +0000 UTC,525101104,KENDHAGA NUSANTARA11,ShipStaticData,9863601,YCJC2,KENDHAGA NUSANTARA11,70,60,14,9,9,74,18,3.4,KUPANG,3,22,6,30
2026-04-07 08:12:39.294186854 +0000 UTC,405000444,AKIJ HARMONY,ShipStaticData,9636462,S2CY9,AKIJ HARMONY,70,171,29,15,21,200,36,6.5,SINGAPORE,4,5,7,2
2026-04-07 08:12:40.908779179 +0000 UTC,563073110,GC 22,StaticDataReport,,,GC 22,,0,0,0,0,,,,,,,,
2026-04-07 08:12:41.074409537 +0000 UTC,533130658,LG ASPHALT 2,ShipStaticData,9826885,9MWS7,LG ASPHALT 2,85,74,25,9,9,99,18,4.9,PEBGC SGSIN,3,29,4,0
2026-04-07 08:12:41.262021493 +0000 UTC,563217300,HAFNIA PRECISION,ShipStaticData,9760213,9V7899,HAFNIA PRECISION,80,181,39,10,28,220,38,11.2,HORIZON OBH2>AEPA,4,7,9,0
2026-04-07 08:12:42.416237532 +0000 UTC,566608000,LUISELLA COSULICH,ShipStaticData,9664172,9V6010,LUISELLA COSULICH,84,75,19,7,8,94,15,5.7,ASPP,10,21,10,0
2026-04-07 08:12:43.134394001 +0000 UTC,565743000,LOTUS,ShipStaticData,9449546,9VCL3,LOTUS,81,89,25,9,9,114,18,5.8,SG PEBGC,3,6,11,45
2026-04-07 08:12:43.990003072 +0000 UTC,565996000,RADIANCE,ShipStaticData,9471434,9VJZ9,RADIANCE,80,84,16,8,10,100,18,4.6,P 35,2,0,0,0
2026-04-07 08:12:45.677884128 +0000 UTC,533131134,MOANA O AROHA,StaticDataReport,,,MOANA O AROHA,,0,0,0,0,,,,,,,,
2026-04-07 08:12:45.904013062 +0000 UTC,416252000,ASIA CEMENT NO.6,ShipStaticData,9112832,BLEZ,ASIA CEMENT NO.6,70,105,20,7,13,125,20,8.7,SIN PEBGA,3,26,1,0
2026-04-07 08:12:45.91434415 +0000 UTC,525022028,PRAMESWARI 02,ShipStaticData,9633381,POFH,PRAMESWARI 02,52,3,39,4,8,42,12,3.2,,0,0,24,60
2026-04-07 08:12:47.135284106 +0000 UTC,563848000,MERLION 28,ShipStaticData,9537238,9V2148,MERLION 28,80,55,8,3,10,63,13,4,CC01,4,5,2,0
2026-04-07 08:12:51.198051993 +0000 UTC,419002058,DUBAI GREEN,ShipStaticData,9298674,ATEZ2,DUBAI GREEN,80,191,37,25,7,228,32,8.3,SGSIN PWBGA,4,7,8,0
2026-04-07 08:12:52.443700322 +0000 UTC,563009046,NOBLE JADE TG40,StaticDataReport,,,NOBLE JADE TG40,,0,0,0,0,,,,,,,,
2026-04-07 08:12:53.774006159 +0000 UTC,563021100,KAI EI MARU 15,ShipStaticData,9812353,9V5257,KAI EI MARU 15,80,86,20,11,6,106,17,6.8,P17,4,7,16,0
2026-04-07 08:12:55.772679562 +0000 UTC,457282322,HAI SHENG 6 RRS,StaticDataReport,,,HAI SHENG 6 RRS,,0,0,0,0,,,,,,,,
2026-04-07 08:12:56.227408591 +0000 UTC,548734000,SUNRISE TRADER,ShipStaticData,9936795,DYKT,SUNRISE TRADER,70,198,31,21,11,229,32,13.5,TIANJIN,4,18,4,0
2026-04-07 08:12:57.800714531 +0000 UTC,518100675,PROGRESS 10,ShipStaticData,9213208,E5U3586,PROGRESS 10,80,94,21,9,7,115,16,4.8,SINGAPORE,3,11,6,0
2026-04-07 08:12:58.310080408 +0000 UTC,533132943,PAOLINA COSULICH,ShipStaticData,9956836,9WQA4,PAOLINA COSULICH,80,89,24,14,6,113,20,5.6,PGBG,4,3,20,30
2026-04-07 08:12:58.59477818 +0000 UTC,563079380,PENGUIN REFRESH,StaticDataReport,,,PENGUIN REFRESH,,0,0,0,0,,,,,,,,
2026-04-07 08:13:00.132415264 +0000 UTC,636020835,SOFIA II,ShipStaticData,9364239,5LAY4,SOFIA II,9,194,35,20,22,229,42,8.2,SGSIN PEBGC,4,5,4,30
2026-04-07 08:13:01.105524593 +0000 UTC,525100417,KMP LAKAAN,ShipStaticData,9828845,YBS12,KMP LAKAAN,60,56,14,8,8,70,16,2.5,KLBHI,8,4,3,0
2026-04-07 08:13:03.038591593 +0000 UTC,314940000,ECO PRIDE 1,ShipStaticData,9251664,8P2436,ECO PRIDE 1,84,150,28,10,18,178,28,7,SISGN,4,5,10,45
2026-04-07 08:13:03.618499245 +0000 UTC,563087340,SZ18473G,StaticDataReport,,,SZ18473G,,0,0,0,0,,,,,,,,
2026-04-07 08:13:03.693950579 +0000 UTC,538009287,BALTIMORE STAR,ShipStaticData,9440796,V7A4547,BALTIMORE STAR,70,194,68,23,9,262,32,10.1,SGSIN PEBGA,4,6,14,30
2026-04-07 08:13:03.7884403 +0000 UTC,538006076,STI SOLIDARITY,ShipStaticData,9708576,V7JN7,STI SOLIDARITY,80,204,46,15,29,250,44,9,SGSIN PEBGC,4,7,5,45
2026-04-07 08:13:06.870987217 +0000 UTC,566052000,ASL MERCURY,ShipStaticData,9504712,9V7431,ASL MERCURY,31,6,20,6,6,26,12,2.2,SINGAPORE,1,5,12,59
2026-04-07 08:13:12.143028876 +0000 UTC,563074504,,StaticDataReport,,9V7106,,0,5,10,2,2,15,4,,,,,,
2026-04-07 08:13:15.269369848 +0000 UTC,412351280,ZHONG TUO FEI CUI,ShipStaticData,1099137,BQHS4,ZHONG TUO FEI CUI,82,108,21,8,14,129,22,8.2,SINGAPORE PGBG,4,7,15,30
2026-04-07 08:13:18.133737022 +0000 UTC,667002156,TRANSIT SEDANKA,ShipStaticData,9141209,9LU2959,TRANSIT SEDANKA,70,110,18,5,16,128,21,4.5,PGBG,4,3,5,45
2026-04-07 08:13:18.496523387 +0000 UTC,232064296,PACIFIC DILIGENCE,ShipStaticData,9631395,MSY07,PACIFIC DILIGENCE,52,26,66,14,8,92,22,7.5,ASPLU,3,24,2,0
2026-04-07 08:13:18.870507681 +0000 UTC,563086610,CSM HYDRA,ShipStaticData,1114884,9VEB7,CSM HYDRA,80,47,13,3,11,60,14,3.8,ASPP,4,7,14,20
2026-04-07 08:13:20.942688083 +0000 UTC,215347000,CMA CGM PANAMA,ShipStaticData,9839923,9HA5074,CMA CGM PANAMA,79,110,256,29,22,366,51,16.2,EGZZ1,4,19,21,0
2026-04-07 08:13:24.427008107 +0000 UTC,374857000,UWCON SWIFT,StaticDataReport,,,UWCON SWIFT,,0,0,0,0,,,,,,,,
2026-04-07 08:13:25.266840224 +0000 UTC,525022259,,StaticDataReport,,YDA3317,,52,0,0,0,0,,,,,,,,
2026-04-07 08:13:25.873379839 +0000 UTC,341612001,,StaticDataReport,,V4YU5,,59,8,8,2,2,16,4,,,,,,
2026-04-07 08:13:26.897000707 +0000 UTC,563074570,VISION 225,ShipStaticData,9903308,9V6996,VISION 225,52,10,14,2,6,24,8,0,,0,0,0,0
2026-04-07 08:13:27.82768575 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 08:13:28.708103986 +0000 UTC,533130715,EXECUTIVEBENEVOLENCE,ShipStaticData,9745043,9MWJ7,EXECUTIVEBENEVOLENCE,52,23,55,10,9,78,19,4,AEW SINGAPORE,4,4,12,0
2026-04-07 08:13:31.640581859 +0000 UTC,357197000,CHEMROUTE SKY,ShipStaticData,9508160,3FDM6,CHEMROUTE SKY,82,134,25,7,19,159,26,10.3,FUZHOU CHINA,4,12,7,0
2026-04-07 08:13:32.655520817 +0000 UTC,563024500,MARINE QUEENIE,ShipStaticData,9812664,9V5348,MARINE QUEENIE,80,66,22,3,14,88,17,7.7,CC02,4,7,2,0
2026-04-07 08:13:33.587405841 +0000 UTC,566155000,QUEEN STAR 1,ShipStaticData,9571014,9V8144,QUEEN STAR 1,40,14,24,3,5,38,8,1.2,RFT-BTC RETURN,4,7,16,10
2026-04-07 08:13:34.131716624 +0000 UTC,563040431,SC4363C,StaticDataReport,,,SC4363C,,0,0,0,0,,,,,,,,
2026-04-07 08:13:34.307157755 +0000 UTC,567463000,TASCO AMARIT,ShipStaticData,9615999,HSB4699,TASCO AMARIT,80,87,18,15,5,105,20,4.3,"SG,PEBG C",4,3,2,45
2026-04-07 08:13:35.18955682 +0000 UTC,563033240,UNI SUPPLY 1,ShipStaticData,9704037,9VFC6,UNI SUPPLY 1,80,32,6,7,3,38,10,2.8,ASPP,4,7,2,0
2026-04-07 08:13:37.229196767 +0000 UTC,538007725,CAPE AMIRA,ShipStaticData,9255000,V7PB8,CAPE AMIRA,70,247,42,15,30,289,45,17.9,SINGAPORE,4,7,12,0
2026-04-07 08:13:37.721943795 +0000 UTC,566000050,SCDF RED DOLPHIN,ShipStaticData,0,MRV 811,SCDF RED DOLPHIN,51,20,15,5,3,35,8,2,BRANI,12,12,4,0
2026-04-07 08:13:38.164926445 +0000 UTC,563132700,CSM TAURUS,ShipStaticData,9672246,9V7051,CSM TAURUS,80,69,22,7,7,91,14,5.4,ASSPU,4,7,16,40
2026-04-07 08:13:38.71698409 +0000 UTC,563033720,CNC 5,StaticDataReport,,,CNC 5,,0,0,0,0,,,,,,,,
2026-04-07 08:13:38.930064655 +0000 UTC,563074740,ADVISORS ALLIANCE I,StaticDataReport,,,ADVISORS ALLIANCE I,,0,0,0,0,,,,,,,,
2026-04-07 08:13:39.030103389 +0000 UTC,563085320,ETERNITY,ShipStaticData,9672258,9VAQ7,ETERNITY,82,60,25,7,9,85,16,3.4,AEPB,4,6,8,20
2026-04-07 08:13:45.589688027 +0000 UTC,563009180,NOBLE ACE TG41,ShipStaticData,9386067,9V7023,NOBLE ACE TG41,90,0,0,0,0,,,4.2,VARIABLE,4,28,20,30
2026-04-07 08:13:50.902508181 +0000 UTC,563246900,ZOEY,ShipStaticData,1059395,9V9828,ZOEY,80,45,30,6,6,75,12,4.4,AEW,4,7,16,30
2026-04-07 08:13:57.669763613 +0000 UTC,305485000,SLOMAN THEMIS,ShipStaticData,9306677,V2HJ8,SLOMAN THEMIS,80,136,36,18,10,172,28,10,PWBGA,4,4,23,0
2026-04-07 08:13:59.400802952 +0000 UTC,565923000,CLEANSEAS AMITY,ShipStaticData,9139957,9V7467,CLEANSEAS AMITY,80,54,10,3,7,64,10,3.4,SINGAPORE,4,25,4,15
2026-04-07 08:14:00.041532041 +0000 UTC,352003145,PVT AVIRA,ShipStaticData,9414280,3E6025,PVT AVIRA,89,150,30,22,11,180,33,7.5,SGP,4,5,0,0
2026-04-07 08:14:02.94836956 +0000 UTC,232057588,,StaticDataReport,,MRCF2,,37,6,6,2,2,12,4,,,,,,
2026-04-07 08:14:06.638760736 +0000 UTC,564412000,SUPREME,ShipStaticData,9590395,9V8717,SUPREME,80,30,12,7,4,42,11,2,ARP,4,7,0,10
2026-04-07 08:14:07.230660745 +0000 UTC,477811600,JIN HAI YING,ShipStaticData,9907122,VRUO3,JIN HAI YING,80,101,28,7,15,129,22,7.2,SIN PWBGA,4,7,14,0
2026-04-07 08:14:07.518453547 +0000 UTC,563077940,,StaticDataReport,,9V7933,,50,5,12,1,4,17,5,,,,,,
2026-04-07 08:14:07.826948715 +0000 UTC,538005658,UACC SHAMIYA,ShipStaticData,9458858,V7FU4,UACC SHAMIYA,80,147,36,23,9,183,32,7.8,SGSIN - PEBGB,4,3,6,30
2026-04-07 08:14:10.135423116 +0000 UTC,372916000,GINGA ENDURANCE,ShipStaticData,9800441,3FXJ6,GINGA ENDURANCE,80,129,30,17,10,159,27,9.5,SG SIN,4,6,13,45
2026-04-07 08:14:10.654283785 +0000 UTC,563323700,MAJESTIC SERENITY,ShipStaticData,1119418,9VMP8,MAJESTIC SERENITY,40,10,29,2,8,39,10,2,HFC,4,7,10,25
2026-04-07 08:14:10.911026532 +0000 UTC,538010335,PETITE SOEUR,ShipStaticData,9448712,V7A5905,PETITE SOEUR,80,150,33,25,7,183,32,7.5,SINGAPORE,4,3,8,0
2026-04-07 08:14:12.356129103 +0000 UTC,563087340,SZ18473G,StaticDataReport,,,SZ18473G,,0,0,0,0,,,,,,,,
2026-04-07 08:14:13.330964459 +0000 UTC,563039300,NEW HORIZON,ShipStaticData,9816024,9V5465,NEW HORIZON,2,82,23,10,6,105,16,4.3,SG EPBG C,4,4,8,15
2026-04-07 08:14:13.367506149 +0000 UTC,212505000,STENA SUPERIOR,ShipStaticData,9579030,5BRM6,STENA SUPERIOR,80,228,45,25,23,273,48,14,SGSIN TANKSTORE,4,6,13,0
2026-04-07 08:14:15.360614698 +0000 UTC,351322000,SG FRIENDSHIP,ShipStaticData,9288576,HPOP,SG FRIENDSHIP,89,114,30,14,10,144,24,6,SINGAPORE,4,4,12,0
2026-04-07 08:14:16.120807259 +0000 UTC,538005650,UOG TINOS,ShipStaticData,9458834,V7FR7,UOG TINOS,80,149,34,25,7,183,32,6.3,SG SIN PEBGB,4,5,9,30
2026-04-07 08:14:20.651318875 +0000 UTC,525004108,KMP.SIGINJAI,ShipStaticData,8661159,PODM,KMP.SIGINJAI,60,10,10,10,10,20,20,2.1,KARIMUNJAWA,3,14,6,42
2026-04-07 08:14:20.786220711 +0000 UTC,533130927,TNT LEISURE,StaticDataReport,,,TNT LEISURE,,0,0,0,0,,,,,,,,
2026-04-07 08:14:21.500401464 +0000 UTC,667002380,,StaticDataReport,,PLS2083,,33,96,50,11,11,146,22,,,,,,
2026-04-07 08:14:22.56183158 +0000 UTC,563184200,RUBICON NN22,ShipStaticData,9678446,9V8509,RUBICON NN22,52,16,16,6,6,32,12,5.4,SINGAPORE/WQA,6,28,7,25
2026-04-07 08:14:23.118912711 +0000 UTC,565133000,KOTA KAMIL,ShipStaticData,9307413,9VJK6,KOTA KAMIL,70,184,49,7,25,233,32,10.8,SGSIN,4,18,17,0
2026-04-07 08:14:24.930767133 +0000 UTC,518999324,,StaticDataReport,,E5U5305,,37,10,7,3,2,17,5,,,,,,
2026-04-07 08:14:25.060387379 +0000 UTC,538006507,KHASAB SILVER,ShipStaticData,9718832,V7NT9,KHASAB SILVER,80,147,36,25,7,183,32,8.2,SG SIN PEBGC,3,27,11,30
2026-04-07 08:14:26.853620924 +0000 UTC,412379040,YUN XIANG 61,ShipStaticData,1120912,BQJN9,YUN XIANG 61,80,94,21,4,13,115,17,6.8,SINGAPORE,4,5,22,0
2026-04-07 08:14:27.199880124 +0000 UTC,477744100,MAPLE FORTUNE,ShipStaticData,9473432,VRGE4,MAPLE FORTUNE,70,155,25,20,8,180,28,5.9,AUKWI,4,15,4,0
2026-04-07 08:14:28.566267445 +0000 UTC,525019607,AYU 28,StaticDataReport,,,AYU 28,,0,0,0,0,,,,,,,,
2026-04-07 08:14:29.454310653 +0000 UTC,314001105,LONG XIANG,ShipStaticData,9291236,8PZT8,LONG XIANG,80,207,41,21,22,248,43,8.5,SGSIN PEBGC,3,26,22,30
2026-04-07 08:14:31.779575686 +0000 UTC,563258400,MAJESTIC BOLD,ShipStaticData,1073133,9VBV9,MAJESTIC BOLD,40,30,9,2,8,39,10,0,HARBOUR FRONT,4,7,8,40
2026-04-07 08:14:32.283218939 +0000 UTC,636016118,JOANNA,ShipStaticData,9204477,D5EO2,JOANNA,73,163,21,12,13,184,25,10.1,SGSIN PEBGA,4,7,4,0
2026-04-07 08:14:33.783191866 +0000 UTC,525018301,TSHD KING RICHARD 8,ShipStaticData,7382146,JZOQ,TSHD KING RICHARD 8,33,70,14,6,7,84,13,4.3,ID LAMONGAN,1,15,6,0
2026-04-07 08:14:38.15745559 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 08:14:39.323141866 +0000 UTC,352003815,NEW BL DOLPHIN,ShipStaticData,8554875,3E5903,NEW BL DOLPHIN,80,123,23,15,6,146,21,7.3,SG SIN PEBGC,4,6,3,0
2026-04-07 08:14:40.790812593 +0000 UTC,574003530,GT VICTORY,ShipStaticData,9321641,3WHR7,GT VICTORY,84,106,21,10,10,127,20,7.4,SG-SIN PGBG,4,1,7,0
2026-04-07 08:14:41.392536245 +0000 UTC,457618000,HAI BAO,ShipStaticData,0,JVRP8,HAI BAO,70,48,8,4,4,56,8,3.2,JURONG PORT SG,4,7,10,0
2026-04-07 08:14:42.685856287 +0000 UTC,565974000,NEW GRACE,ShipStaticData,9459682,9VPN7,NEW GRACE,80,87,23,14,4,110,18,4,BUKOM,4,6,12,0
2026-04-07 08:14:43.567486674 +0000 UTC,566842000,HUMBER,ShipStaticData,9680279,9V2030,HUMBER,80,73,17,3,13,90,16,5.4,ASPP,4,7,13,30
2026-04-07 08:14:44.897540271 +0000 UTC,355929000,YUYO 2,ShipStaticData,9881196,HO9831,YUYO 2,52,134,24,2,7,158,9,4.2,"AWW,SINGAPORE",3,4,14,30
2026-04-07 08:14:45.160533537 +0000 UTC,352001363,EVER CONSIST,ShipStaticData,9919450,3E2121,EVER CONSIST,70,131,40,9,19,171,28,8.7,PEBGA,4,7,4,0
2026-04-07 08:14:46.360727037 +0000 UTC,351616000,GT FREEDOM,ShipStaticData,9254927,HPBI,GT FREEDOM,80,146,34,22,10,180,32,7.5,PEGBC-SGP,4,6,12,30
2026-04-07 08:14:47.464886151 +0000 UTC,563071860,4 OF A KIND,StaticDataReport,,,4 OF A KIND,,0,0,0,0,,,,,,,,
2026-04-07 08:14:51.69332796 +0000 UTC,431013000,CASSIOPEIA LEADER,ShipStaticData,9182277,7JZI,CASSIOPEIA LEADER,70,18,182,21,11,200,32,8,ID JKT,4,7,1,0
2026-04-07 08:14:52.789380898 +0000 UTC,5631101,PSAB,ShipStaticData,0,TEST1,PSAB,99,0,0,0,0,,,0,TEST HARBOR,12,12,12,12
2026-04-07 08:14:53.680440983 +0000 UTC,565459000,MARINE POWER,ShipStaticData,9058127,9V8475,MARINE POWER,80,51,10,5,4,61,9,3.8,SINGAPORE,11,4,12,0
2026-04-07 08:14:53.937287186 +0000 UTC,563027990,STAR 2,ShipStaticData,9692533,9V2693,STAR 2,80,37,8,5,6,45,11,2.4,AEPB,6,22,19,50
2026-04-07 08:14:55.1076943 +0000 UTC,566491000,MAERSK CABINDA,ShipStaticData,9525493,9V7037,MAERSK CABINDA,70,190,60,27,10,250,37,12,BJCOO>SGSIN,4,7,18,0
2026-04-07 08:14:56.521235141 +0000 UTC,352004737,NORD VIGNALE,ShipStaticData,9982550,3E6988,NORD VIGNALE,80,148,35,8,24,183,32,9.2,MYTLA>SG PEBGC,4,5,1,30
2026-04-07 08:14:57.453821579 +0000 UTC,518998488,PAIZA ONE,ShipStaticData,9902500,E5U4468,PAIZA ONE,37,30,14,4,5,44,9,3,KEPPEL MARINA,4,5,21,30
2026-04-07 08:14:57.76998343 +0000 UTC,563081110,,StaticDataReport,,9V8580,,60,12,16,5,4,28,9,,,,,,
2026-04-07 08:14:58.069532704 +0000 UTC,563002840,WAVEMASTER 5,ShipStaticData,9257888,9V6136,WAVEMASTER 5,40,100,0,15,15,,30,2.1,SINGAPORE,4,7,8,30
2026-04-07 08:14:59.482257593 +0000 UTC,205744000,VASCO DA GAMA,ShipStaticData,9187473,ORST,VASCO DA GAMA,33,36,165,22,14,201,36,14.6,SGSIN APTE2 - APTM2,10,9,20,30
2026-04-07 08:14:59.83017414 +0000 UTC,533130184,BRIDGEWATER 63,ShipStaticData,9552240,9WNG7,BRIDGEWATER 63,90,10,49,10,5,59,15,4,PANDAN SHIPYARD,3,26,8,30
2026-04-07 08:15:03.189437692 +0000 UTC,636024313,SEA ADVENTURE,ShipStaticData,1051226,5LRZ7,SEA ADVENTURE,80,148,35,12,20,183,32,12.8,SINGAPORE,3,29,13,0
2026-04-07 08:15:05.324441563 +0000 UTC,412493000,YUN QUE ZUO,ShipStaticData,9487172,BQJV7,YUN QUE ZUO,80,204,41,33,9,245,42,15.2,AEBC,4,4,9,30
2026-04-07 08:15:06.785178724 +0000 UTC,553112025,KIMBE CHIEF,ShipStaticData,9362580,P2V5830,KIMBE CHIEF,70,76,10,6,6,86,12,3.5,PG LAE,4,20,6,0
2026-04-07 08:15:06.986040639 +0000 UTC,563076580,,StaticDataReport,,RANI 2,,36,0,0,2,5,,7,,,,,,
2026-04-07 08:15:10.074189569 +0000 UTC,477708200,KENZEN,ShipStaticData,9901788,VRUA9,KENZEN,70,172,28,21,11,200,32,8.7,SG SIN,3,17,1,0
2026-04-07 08:15:10.2380229 +0000 UTC,668116417,HAI XIANG 19,ShipStaticData,9478509,S9A3217,HAI XIANG 19,80,95,24,14,4,119,18,5.2,SG PEBGC,4,1,20,15
2026-04-07 08:15:13.145878039 +0000 UTC,563083360,MAKEBA,StaticDataReport,,,MAKEBA,,0,0,0,0,,,,,,,,
2026-04-07 08:15:13.625397638 +0000 UTC,563081020,,StaticDataReport,,9V8579,,60,12,16,5,4,28,9,,,,,,
2026-04-07 08:15:13.784535377 +0000 UTC,538012042,AZAMARA ONWARD,ShipStaticData,9187887,V7A3883,AZAMARA ONWARD,60,23,158,20,6,181,26,5.9,SGSIN,4,7,23,30
2026-04-07 08:15:15.499784487 +0000 UTC,565518000,HORIZON 8,ShipStaticData,9732125,9V2414,HORIZON 8,49,15,23,3,5,38,8,6.9,SINGAPORE,8,7,3,48
2026-04-07 08:15:16.945186127 +0000 UTC,477716100,EVER OASIS,ShipStaticData,9872391,VRTX8,EVER OASIS,71,150,45,4,28,195,32,9.5,SGSGP-THLCH,4,10,3,0
2026-04-07 08:15:18.126024568 +0000 UTC,563186900,SRIWANGI II,ShipStaticData,9313096,9V8824,SRIWANGI II,89,116,31,19,4,147,23,6.4,PEBGC,4,4,9,0
2026-04-07 08:15:18.151212412 +0000 UTC,566687000,STRAITS HARMONY,ShipStaticData,9647916,9V3188,STRAITS HARMONY,84,65,5,7,7,70,14,5.4,AEPB,4,7,14,0
2026-04-07 08:15:18.333952816 +0000 UTC,563087340,SZ18473G,StaticDataReport,,,SZ18473G,,0,0,0,0,,,,,,,,
2026-04-07 08:15:18.471267158 +0000 UTC,563085870,CSM VIPER,ShipStaticData,1092385,9VAV8,CSM VIPER,80,47,13,10,4,60,14,4.1,ASSPU,1,17,8,30
2026-04-07 08:15:18.749344344 +0000 UTC,525601262,KN.P 485,ShipStaticData,0,,KN.P 485,99,0,0,0,0,,,0,BRONDONG,12,14,11,27
2026-04-07 08:15:19.807377335 +0000 UTC,477178600,PACIFIC MARINER,ShipStaticData,9532628,VROY8,PACIFIC MARINER,70,312,48,38,27,360,65,12.2,SG SIN > BR PMA,5,6,12,0
2026-04-07 08:15:20.549589263 +0000 UTC,566500000,BATAM FAST19,ShipStaticData,9103946,9V9612,BATAM FAST19,60,0,0,0,0,,,0.9,BTM SGP,4,7,19,30
2026-04-07 08:15:20.787273855 +0000 UTC,563208100,MAPLE,ShipStaticData,9985318,9V8636,MAPLE,80,78,17,3,12,95,15,5.6,"OMU,SIN",4,7,16,0
2026-04-07 08:15:22.716424651 +0000 UTC,563085480,WANDERING ALBATROSS,StaticDataReport,,,WANDERING ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 08:15:25.456810309 +0000 UTC,667002380,SHENG SHA 12,ShipStaticData,1050014,9LS2083,SHENG SHA 12,90,123,23,11,11,146,22,3.8,JBPL,11,20,19,0
2026-04-07 08:15:30.41374459 +0000 UTC,525018379,,StaticDataReport,,YCCW,,70,70,16,8,8,86,16,,,,,,
2026-04-07 08:15:30.585143521 +0000 UTC,563077510,,StaticDataReport,,SC5082F,,37,0,0,0,0,,,,,,,,
2026-04-07 08:15:37.321240132 +0000 UTC,563019440,MARINA ZANITE,ShipStaticData,9637662,9V9601,MARINA ZANITE,52,10,20,5,4,30,9,4,SINGAPORE,9,22,0,0
2026-04-07 08:15:37.827837091 +0000 UTC,538009104,GREEN FUTURE,ShipStaticData,9889631,V7A4323,GREEN FUTURE,70,98,22,14,7,120,21,7,SG_SIN,4,5,7,0
2026-04-07 08:15:38.397661358 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 08:15:39.150765023 +0000 UTC,525119061,KMSBUKNUSANTARA87,ShipStaticData,9849681,YCBP2,KMSBUKNUSANTARA87,60,0,0,0,0,,,2.4,KUPANG,4,6,10,0
2026-04-07 08:15:39.457750887 +0000 UTC,564966000,HAFNIA PANTHER,ShipStaticData,9694464,9V2552,HAFNIA PANTHER,80,149,34,6,26,183,32,10.5,SG AWPB,6,3,12,0
2026-04-07 08:15:43.987272178 +0000 UTC,564264000,KOTA SETIA,ShipStaticData,9681285,9V2130,KOTA SETIA,70,179,49,7,30,228,37,10.1,SGSIN PEBGA,4,7,4,0
2026-04-07 08:15:44.121110306 +0000 UTC,636024881,BOUBOULINA,ShipStaticData,9298753,5LUT2,BOUBOULINA,80,231,43,31,19,274,50,9.5,"SG PEBG""B""",4,4,6,0
2026-04-07 08:15:44.330588533 +0000 UTC,572133210,EM 33,StaticDataReport,,,EM 33,,0,0,0,0,,,,,,,,
2026-04-07 08:15:44.46837668 +0000 UTC,565282000,THAMES,ShipStaticData,9554286,9V7701,THAMES,80,86,29,9,8,115,17,7.6,AEPB/C,4,6,23,59
2026-04-07 08:15:48.38904386 +0000 UTC,525100350,KARAPAN ARMADA S III,ShipStaticData,9213179,YBQW2,KARAPAN ARMADA S III,89,210,36,10,32,246,42,0,-FUL??UL,0,0,24,0
